name;vicinity;geometry;place_id;rating;user_ratings_total;formatted_phone_number;website;Colonna1;Colonna2;Email
Casa della Valle Gentile;snc, Contrada Tor di Lupo, Mattinata;{'location': {'lat': 41.7313704, 'lng': 16.0687905}, 'viewport': {'northeast': {'lat': 41.73264063029149, 'lng': 16.0701235302915}, 'southwest': {'lat': 41.72994266970849, 'lng': 16.06742556970849}}};ChIJ4S4H3b-_NxMRxGvclNY5IpI;5;2;335 756 3680;https://www.booking.com/hotel/it/casa-della-valle-felice.it.html;FALSO;2483;x
Casa dell'arco;Via Andrea Mantegna, Monopoli;{'location': {'lat': 40.9497575, 'lng': 17.2861769}, 'viewport': {'northeast': {'lat': 40.9510169302915, 'lng': 17.2876646302915}, 'southwest': {'lat': 40.9483189697085, 'lng': 17.2849666697085}}};ChIJT9bFYCzLRxMREIlhPKU27To;4;3;;https://airbnb.com/h/casadellarcomonopoli;FALSO;2483;x
Casa dell'Arte Veglie;Via del Convento, 96, Veglie;{'location': {'lat': 40.3425616, 'lng': 17.96307969999999}, 'viewport': {'northeast': {'lat': 40.34387743029149, 'lng': 17.9643756302915}, 'southwest': {'lat': 40.3411794697085, 'lng': 17.9616776697085}}};ChIJHxjksCydRhMRJOgYnYJ1BYE;5;1;338 464 4260;http://www.facebook.com/umbertosplace/;FALSO;2483;x
Casa dell'avvocato;Vicolo Ennio, 4, Ostuni;{'location': {'lat': 40.731943, 'lng': 17.5757833}, 'viewport': {'northeast': {'lat': 40.73330593029151, 'lng': 17.57719528029151}, 'southwest': {'lat': 40.73060796970851, 'lng': 17.5744973197085}}};ChIJP6cT9VhDRhMRdg3FQ0xb220;;;02 8088 9702;http://www.wonderfulitaly.eu/;FALSO;2483;x
Casa Delle Rose;Via Rodogalli, 3, Sannicola;{'location': {'lat': 40.0845421, 'lng': 18.0742615}, 'viewport': {'northeast': {'lat': 40.0859160802915, 'lng': 18.0756484802915}, 'southwest': {'lat': 40.0832181197085, 'lng': 18.0729505197085}}};ChIJMa4IaDIdRBMRVZrnGZvcXt4;5;3;338 237 3901;;1;2483;x
Casa Dello iacono;di, Via Catanzaro, 33, Marina di Ginosa;{'location': {'lat': 40.4317333, 'lng': 16.8830657}, 'viewport': {'northeast': {'lat': 40.4331408302915, 'lng': 16.8843180802915}, 'southwest': {'lat': 40.4304428697085, 'lng': 16.88162011970849}}};ChIJwc_z-51sRxMRfZKZ6b2BfFQ;35;4;348 168 4891;;1;2483;x
Casa dell'Upupa;Contrada Potente, Francavilla Fontana;{'location': {'lat': 40.53053750000001, 'lng': 17.5827706}, 'viewport': {'northeast': {'lat': 40.53188648029151, 'lng': 17.5841195802915}, 'southwest': {'lat': 40.52918851970851, 'lng': 17.5814216197085}}};ChIJAXHy3ND1RhMRSrzvq4-uXBc;;;339 415 5134;;1;2483;x
Casa D'Eramo Salento;Contrada, Via Francesco Veneri, Salve;{'location': {'lat': 39.85909349999999, 'lng': 18.2644959}, 'viewport': {'northeast': {'lat': 39.8605329802915, 'lng': 18.2657660802915}, 'southwest': {'lat': 39.8578350197085, 'lng': 18.2630681197085}}};ChIJV7eChZ4JRBMR0xoOpznswRY;5;1;340 417 6386;;1;2483;x
Casa di campagna Giulia;SP 277, Otranto-Giurdignano S.N, Giurdignano;{'location': {'lat': 40.1369339, 'lng': 18.4590725}, 'viewport': {'northeast': {'lat': 40.13849048029149, 'lng': 18.4601298302915}, 'southwest': {'lat': 40.1357925197085, 'lng': 18.4574318697085}}};ChIJpaLqbvlARBMRXeRVEyVmDLc;45;2;333 319 9870;http://www.portamare.it/;FALSO;2483;info@portamare.it
Casa di Castellaneta;Via David Scott, 51, Castellaneta Marina;{'location': {'lat': 40.4761153, 'lng': 16.9409561}, 'viewport': {'northeast': {'lat': 40.4775376802915, 'lng': 16.9424015302915}, 'southwest': {'lat': 40.4748397197085, 'lng': 16.9397035697085}}};ChIJ5-cdzdQTRxMRJPVILDpYHvw;47;3;;;1;2483;x
Casa di Chiara;Corso Vittorio Emanuele, 54, Tropea;{'location': {'lat': 38.6792965, 'lng': 15.8975343}, 'viewport': {'northeast': {'lat': 38.6806456802915, 'lng': 15.8988816302915}, 'southwest': {'lat': 38.6779477197085, 'lng': 15.8961836697085}}};ChIJrxCjG3JxFRMRt5Mz-fk6MaM;;;;https://chiara.traveleto.com/;FALSO;2483;x
Casa di Dario;SP127, 4, Marina di Lizzano;{'location': {'lat': 40.3254597, 'lng': 17.4688463}, 'viewport': {'northeast': {'lat': 40.3268444302915, 'lng': 17.4702374302915}, 'southwest': {'lat': 40.32414646970851, 'lng': 17.4675394697085}}};ChIJX0mxwRnmRhMRe3ydDfdF-yk;49;34;349 759 5398;http://casadidario.com/;FALSO;2483;x
Casa di Domy;Via Armando Diaz, 9, Monopoli;{'location': {'lat': 40.9522884, 'lng': 17.2937509}, 'viewport': {'northeast': {'lat': 40.9536574302915, 'lng': 17.2950958802915}, 'southwest': {'lat': 40.9509594697085, 'lng': 17.2923979197085}}};ChIJGSs1rlk1RhMRYAX4n_a6WfY;;;334 563 4854;;1;2483;x
Casa di Franco MANCIN;Viale Stazione, 2, Nocera Scalo;{'location': {'lat': 39.0198342, 'lng': 16.1181522}, 'viewport': {'northeast': {'lat': 39.0211953802915, 'lng': 16.1195437302915}, 'southwest': {'lat': 39.0184974197085, 'lng': 16.1168457697085}}};ChIJZ7-IWkHDPxMR7S5kn7Xl4Lg;;;0968 93195;;1;2483;x
Casa di Gigi;Via Laura, 113, Francavilla Fontana;{'location': {'lat': 40.530394, 'lng': 17.5860579}, 'viewport': {'northeast': {'lat': 40.5317469802915, 'lng': 17.5873647802915}, 'southwest': {'lat': 40.5290490197085, 'lng': 17.5846668197085}}};ChIJW77WMwv1RhMRnQP7ej4XIjc;46;8;344 285 6487;https://www.google.com/search?q=casa+di+Gigi+Francavilla&oq=casa+di+Gigi+Francavilla+&aqs=chrome..69i57.5791j0j7&client=ms-android-huawei-rev1&sourceid=chrome-mobile&ie=UTF-8#trex=m_t:lcl_akp,rc_ludocids:3972763378412880797,rc_q:casa%2520di%2520Gigi%2520Francavilla,ru_gwp:0%252C7,ru_q:casa%2520di%2520Gigi%2520Francavilla,trex_id:NCVwgb&lpg=cid:CgIgAQ%3D%3D;FALSO;2483;x
Casa di Giorgio;Via Cassiopea, Pizzo;{'location': {'lat': 38.7433986, 'lng': 16.1792277}, 'viewport': {'northeast': {'lat': 38.74473208029151, 'lng': 16.1804599302915}, 'southwest': {'lat': 38.74203411970851, 'lng': 16.1777619697085}}};ChIJR4mBgchdFRMRM3r9nhDTxnM;5;1;347 656 5586;;1;2483;x
Casa di Linda;Via Girasoli, 159, Taranto;{'location': {'lat': 40.3990498, 'lng': 17.2460287}, 'viewport': {'northeast': {'lat': 40.4003151802915, 'lng': 17.2473720302915}, 'southwest': {'lat': 40.39761721970851, 'lng': 17.2446740697085}}};ChIJmSx79jsdRxMRL0kY9_81R1Y;5;2;;;1;2483;x
Casa di Lusi;Via B. Colleoni, 36, Torre San Giovanni;{'location': {'lat': 39.8942997, 'lng': 18.1067274}, 'viewport': {'northeast': {'lat': 39.89568138029151, 'lng': 18.1080412302915}, 'southwest': {'lat': 39.89298341970851, 'lng': 18.1053432697085}}};ChIJ37dV5g8BRBMR97V200WudSc;;;333 831 3191;;1;2483;x
Casa di Magda;Via Bitritto, 100, Bari;{'location': {'lat': 41.0980591, 'lng': 16.8441391}, 'viewport': {'northeast': {'lat': 41.0994694802915, 'lng': 16.8453815802915}, 'southwest': {'lat': 41.0967715197085, 'lng': 16.8426836197085}}};ChIJcbA1UALpRxMRAdlH1QJw2TE;;;;;1;2483;x
Casa di Marco;Via Varese, 55, Galatina;{'location': {'lat': 40.1797709, 'lng': 18.1625915}, 'viewport': {'northeast': {'lat': 40.1811477802915, 'lng': 18.1640527802915}, 'southwest': {'lat': 40.1784498197085, 'lng': 18.1613548197085}}};ChIJ_Sg7pjkiRBMRd10XmpAWNCI;42;29;392 558 8039;;1;2483;x
Casa di Marco B&B;Via San Simone, 30, Sannicola;{'location': {'lat': 40.0887105, 'lng': 18.07113}, 'viewport': {'northeast': {'lat': 40.09008033029151, 'lng': 18.07250133029151}, 'southwest': {'lat': 40.08738236970851, 'lng': 18.0698033697085}}};ChIJjz_XtgoeRBMRtoYdedxyViw;48;43;328 624 8405;http://www.casadimarco.it/;FALSO;2483;info@casadimarco.it
Casa di Nonna Franca;Via Monte San Michele, 53, Brindisi;{'location': {'lat': 40.6345733, 'lng': 17.9306681}, 'viewport': {'northeast': {'lat': 40.6359331802915, 'lng': 17.9320360802915}, 'southwest': {'lat': 40.6332352197085, 'lng': 17.9293381197085}}};ChIJgwjtYUl6RhMRcdLbKYRl55I;5;1;351 127 7049;https://casadinonnafranca.it/;FALSO;2483;info@casadinonnafranca.it
Casa di riposo;Via Francesco, Via Festa, 2, Bitritto;{'location': {'lat': 41.0466206, 'lng': 16.8251009}, 'viewport': {'northeast': {'lat': 41.0480359302915, 'lng': 16.8264410802915}, 'southwest': {'lat': 41.04533796970851, 'lng': 16.8237431197085}}};ChIJ__cgyFjrRxMRUPXpFGuypCE;;;392 530 3404;;1;2483;x
Casa Di Riposo Fonte Venere;Str. Panoramica al Porto, 40,87020 Tortora Marina CS, Tortora;{'location': {'lat': 39.9224891, 'lng': 15.7618026}, 'viewport': {'northeast': {'lat': 39.9238922302915, 'lng': 15.7630195302915}, 'southwest': {'lat': 39.9211942697085, 'lng': 15.76032156970849}}};ChIJR3V8VnLfPhMRvpnWCFI_lz0;37;6;0985 766114;http://www.casadiriposofontevenere.com/;FALSO;2483;x
Casa di Salve - vacanze in Salento;via carlo del Prete 122, Salve;{'location': {'lat': 39.8588863, 'lng': 18.2986181}, 'viewport': {'northeast': {'lat': 39.8602373302915, 'lng': 18.2999695802915}, 'southwest': {'lat': 39.8575393697085, 'lng': 18.2972716197085}}};ChIJ849fcA8JRBMRJv0fDFlmsAg;5;1;;;1;2483;x
Casa di Titina;Via Matarazzo, 2, Lamezia Terme;{'location': {'lat': 38.96707500000001, 'lng': 16.2835092}, 'viewport': {'northeast': {'lat': 38.96846188029151, 'lng': 16.2847832802915}, 'southwest': {'lat': 38.96576391970851, 'lng': 16.2820853197085}}};ChIJbR4blbvlPxMRHRAzUsymZLs;48;4;340 605 6074;;1;2483;x
Casa Diamante a Tropea, a picco sul mare!;Largo Gesuiti, 1, Tropea;{'location': {'lat': 38.67975999999999, 'lng': 15.8983033}, 'viewport': {'northeast': {'lat': 38.6810055802915, 'lng': 15.8997275302915}, 'southwest': {'lat': 38.67830761970851, 'lng': 15.8970295697085}}};ChIJe6-dbO5xFRMRaxMxzrHwH3Y;5;3;327 113 2109;https://www.calabriago.com/alloggi/appartamento-diamante/;FALSO;2483;x
Casa Dogana;Via Patitari, 7/9, Gallipoli;{'location': {'lat': 40.0561637, 'lng': 17.977513}, 'viewport': {'northeast': {'lat': 40.0575284802915, 'lng': 17.9788938802915}, 'southwest': {'lat': 40.0548305197085, 'lng': 17.9761959197085}}};ChIJd7sCCP6nRhMR15xp-bbvhaQ;5;2;340 758 3005;https://casa-dogana.youritaly.top/;FALSO;2483;x
CASA DOLCE CASA;Via dei Musciacchi, 4, Mesagne;{'location': {'lat': 40.558507, 'lng': 17.807751}, 'viewport': {'northeast': {'lat': 40.5598365802915, 'lng': 17.8091598802915}, 'southwest': {'lat': 40.5571386197085, 'lng': 17.8064619197085}}};ChIJQWipnJJjRhMRINwlKP6tiLU;5;1;328 836 4860;;1;2483;x
Casa Dolce Mare;Località Capo Bianco, Isola di Capo Rizzuto;{'location': {'lat': 38.90729049999999, 'lng': 17.1033821}, 'viewport': {'northeast': {'lat': 38.90861958029149, 'lng': 17.1046829302915}, 'southwest': {'lat': 38.9059216197085, 'lng': 17.1019849697085}}};ChIJo6NhI3kwQBMRZRyvA3FXQTo;4;3;328 034 6429;;1;2483;x
Casa Dolce Vista;Contrada Belvedere, Carovigno;{'location': {'lat': 40.7203802, 'lng': 17.7080403}, 'viewport': {'northeast': {'lat': 40.7216953302915, 'lng': 17.7095386302915}, 'southwest': {'lat': 40.7189973697085, 'lng': 17.7068406697085}}};ChIJQ02hcTlpRhMRWXrUDJ6TAJA;;;388 878 2595;;1;2483;x
Casa Donna Gina;Via Costantino da Monopoli, 7, Monopoli;{'location': {'lat': 40.9547002, 'lng': 17.290932}, 'viewport': {'northeast': {'lat': 40.9560300802915, 'lng': 17.2923171802915}, 'southwest': {'lat': 40.9533321197085, 'lng': 17.2896192197085}}};ChIJSxMvSiU1RhMRM7AoQ5jGI8Q;;;;http://www.labella-puglia.it/casa-donna-gina/;FALSO;2483;x
Casa E2 PASCARELLI;Viale Mediterraneo, Marina di Sibari;{'location': {'lat': 39.7482768, 'lng': 16.4879393}, 'viewport': {'northeast': {'lat': 39.7496400802915, 'lng': 16.4893246802915}, 'southwest': {'lat': 39.7469421197085, 'lng': 16.4866267197085}}};ChIJsV0XY19gPxMRJBnrPWh8gkc;45;2;;;1;2483;x
Casa Elda;Via Schirra, 51, Castellaneta Marina;{'location': {'lat': 40.4761123, 'lng': 16.9396961}, 'viewport': {'northeast': {'lat': 40.47748863029149, 'lng': 16.9411094302915}, 'southwest': {'lat': 40.4747906697085, 'lng': 16.9384114697085}}};ChIJca2Gky0TRxMRL8FdqioVdV0;1;1;371 305 7190;;1;2483;x
Casa Elena;Via S. Elena, 40, Trecchina;{'location': {'lat': 40.02760749999999, 'lng': 15.7807741}, 'viewport': {'northeast': {'lat': 40.02898183029149, 'lng': 15.7820715802915}, 'southwest': {'lat': 40.02628386970849, 'lng': 15.7793736197085}}};ChIJfdA4z5XZPhMRrSFjdHJCu-E;;;;;1;2483;x
Casa Elide Centro Storico - Le Case Rosa;Largo Gesuiti, 1, Tropea;{'location': {'lat': 38.6796619, 'lng': 15.8983616}, 'viewport': {'northeast': {'lat': 38.6809565302915, 'lng': 15.8997566802915}, 'southwest': {'lat': 38.6782585697085, 'lng': 15.8970587197085}}};ChIJW_wMhgFxFRMRZz5eViVNIUA;;;351 942 2149;;1;2483;x
casa elisa;Via Francesco Giancola, 19, Francavilla Fontana;{'location': {'lat': 40.5261305, 'lng': 17.5857532}, 'viewport': {'northeast': {'lat': 40.5274827802915, 'lng': 17.5871028802915}, 'southwest': {'lat': 40.5247848197085, 'lng': 17.58440491970849}}};ChIJZdsuN531RhMRDthZej1wmm4;;;;;1;2483;x
Casa Elisa;Viale Trieste, 98, Cosenza;{'location': {'lat': 39.2935995, 'lng': 16.2511805}, 'viewport': {'northeast': {'lat': 39.2948974802915, 'lng': 16.2524287802915}, 'southwest': {'lat': 39.2921995197085, 'lng': 16.2497308197085}}};ChIJ4f24xjKXPxMROgi-uy8iQ5s;43;6;338 233 5808;https://rate-hotel-experience.eu/casa-elisa-cosenza-italy;FALSO;2483;x
Casa Elvira;Via Fratte, 12, Isola di Capo Rizzuto;{'location': {'lat': 38.9374228, 'lng': 17.1395479}, 'viewport': {'northeast': {'lat': 38.9388684302915, 'lng': 17.1408947302915}, 'southwest': {'lat': 38.93617046970851, 'lng': 17.1381967697085}}};ChIJSf1NgtYwQBMRQEJxKN2XmuM;44;102;320 721 6571;http://www.casaelvira.it/;FALSO;2483;bbcasaelvira@gmail.com
Casa Escapade;Via Paolo Borsellino, 23, Zambrone;{'location': {'lat': 38.71692449999999, 'lng': 15.98445}, 'viewport': {'northeast': {'lat': 38.7182623802915, 'lng': 15.9858699802915}, 'southwest': {'lat': 38.7155644197085, 'lng': 15.9831720197085}}};ChIJQxgNNQBlFRMRAj7Z5tgk44E;;;694 237 336;http://www.casaescapade.it/;FALSO;2483;casa@casaescapade.it
Casa Esmeralda;via San Leonardo Contrada Coppo sopra San Vito diedro Nino Morano, Pisticci;{'location': {'lat': 40.3924521, 'lng': 16.6146854}, 'viewport': {'northeast': {'lat': 40.3937614802915, 'lng': 16.6160336802915}, 'southwest': {'lat': 40.3910635197085, 'lng': 16.61333571970849}}};ChIJ78bBnqdgRxMR9wxTNUxGU7M;1;2;342 161 9425;;1;2483;x
CASA F:LLI LAPADULA;Pisticci;{'location': {'lat': 40.3512449, 'lng': 16.615272}, 'viewport': {'northeast': {'lat': 40.3522950302915, 'lng': 16.6164102802915}, 'southwest': {'lat': 40.3495970697085, 'lng': 16.6137123197085}}};ChIJ9zktjGBfRxMRTGOn2V1ZIc4;3;1;;;1;2483;x
Casa Falerna;Falerna;{'location': {'lat': 39.0004003, 'lng': 16.1645905}, 'viewport': {'northeast': {'lat': 39.0017968302915, 'lng': 16.1656340302915}, 'southwest': {'lat': 38.9990988697085, 'lng': 16.1629360697085}}};ChIJ1SbxBBbnPxMRIB1Qi981rL0;;;;;1;2483;x
Casa Fallacara;Via Francesco Perrese, 56, Bitonto;{'location': {'lat': 41.1112023, 'lng': 16.6895807}, 'viewport': {'northeast': {'lat': 41.1125422802915, 'lng': 16.6909531302915}, 'southwest': {'lat': 41.1098443197085, 'lng': 16.68825516970849}}};ChIJ0Qysar3xRxMRW7VGfjbEE6M;;;;;1;2483;x
Casa Federica;Via San Nicola, 31, Francavilla Fontana;{'location': {'lat': 40.5309645, 'lng': 17.5853024}, 'viewport': {'northeast': {'lat': 40.5323115302915, 'lng': 17.5866508802915}, 'southwest': {'lat': 40.52961356970851, 'lng': 17.58395291970849}}};ChIJs12iZoL1RhMRhxow8sozwDI;5;23;379 264 0969;;1;2483;x
Casa Felice;Via Anfiteatro, 71, piano terra;{'location': {'lat': 40.4707666, 'lng': 17.24008869999999}, 'viewport': {'northeast': {'lat': 40.4720391802915, 'lng': 17.2414152802915}, 'southwest': {'lat': 40.4693412197085, 'lng': 17.2387173197085}}};ChIJwxubKicDRxMRaNkBnQ-018U;23;10;393 901 6796;https://suitedelborgo.traveleto.com/;FALSO;2483;x
Casa Felice Calabria;Via Piazza, 24, Grisolia;{'location': {'lat': 39.7245106, 'lng': 15.8501744}, 'viewport': {'northeast': {'lat': 39.7258638802915, 'lng': 15.8515221802915}, 'southwest': {'lat': 39.7231659197085, 'lng': 15.8488242197085}}};ChIJs9L3YBgdPxMRwcvvRbjHgfc;5;4;530 721 611;https://www.facebook.com/CasafeliceCalabria;FALSO;2483;x
CASA FELICE Maison de Charme;Via Giuseppe de Cesare, 3, Taranto;{'location': {'lat': 40.4731144, 'lng': 17.2414675}, 'viewport': {'northeast': {'lat': 40.4744725302915, 'lng': 17.2427629302915}, 'southwest': {'lat': 40.47177456970851, 'lng': 17.2400649697085}}};ChIJjQrvXyADRxMRBUFSbhCsCjk;44;99;393 901 6796;https://www.hotelitalian.com/casa-felice-maison-de-charme/;FALSO;2483;x
Casa Fiori d'arancio;Via Francesco Miceli Picardi, Paola;{'location': {'lat': 39.357278, 'lng': 16.0440527}, 'viewport': {'northeast': {'lat': 39.3586497302915, 'lng': 16.0455921302915}, 'southwest': {'lat': 39.3559517697085, 'lng': 16.0428941697085}}};ChIJj6rthLakPxMRrOryuh4amSY;5;2;;;1;2483;x
CASA FISCARDI;Vico Fiscardi, 6, Bari;{'location': {'lat': 41.1284479, 'lng': 16.8709173}, 'viewport': {'northeast': {'lat': 41.12976183029151, 'lng': 16.87225258029151}, 'southwest': {'lat': 41.12706386970851, 'lng': 16.8695546197085}}};ChIJAQAMimPoRxMR35HrcyslR5w;49;7;335 450 563;https://www.hotelsitalo.com/casa-fiscardi/;FALSO;2483;x
Casa Flora;Via Pace, 19, Rivello;{'location': {'lat': 40.0795963, 'lng': 15.7555024}, 'viewport': {'northeast': {'lat': 40.0809294802915, 'lng': 15.7568600802915}, 'southwest': {'lat': 40.0782315197085, 'lng': 15.7541621197085}}};ChIJi6DztEvWPhMRlU6vA4jY7Y4;;;346 414 4176;;1;2483;x
Casa Franco;Via Fabio Filzi, Santa Maria di Leuca;{'location': {'lat': 39.7950606, 'lng': 18.3420179}, 'viewport': {'northeast': {'lat': 39.7963707802915, 'lng': 18.3432839302915}, 'southwest': {'lat': 39.7936728197085, 'lng': 18.3405859697085}}};ChIJBbrzBwr1QxMRWVPCsaSYI5A;43;3;340 363 1047;;1;2483;x
Casa Fronte Mare;Via Kennedy, 55, Monopoli;{'location': {'lat': 40.9573173, 'lng': 17.297287}, 'viewport': {'northeast': {'lat': 40.95857883029149, 'lng': 17.2987474302915}, 'southwest': {'lat': 40.95588086970849, 'lng': 17.29604946970849}}};ChIJqecemik1RhMRy09EBevu6o4;45;4;347 527 2591;https://fronte-mare.bedsandhotels.com/;FALSO;2483;x
Casa Gabriella;antonio panzera, 2, Santa Maria di Leuca;{'location': {'lat': 39.79459719999999, 'lng': 18.3452303}, 'viewport': {'northeast': {'lat': 39.79598013029149, 'lng': 18.3465605802915}, 'southwest': {'lat': 39.7932821697085, 'lng': 18.3438626197085}}};ChIJN3bT_O_1QxMRjcjnrUuKYnM;;;;;1;2483;x
Casa Galateo 20;Via Galateo, 20, Gallipoli;{'location': {'lat': 40.0554452, 'lng': 17.9766572}, 'viewport': {'northeast': {'lat': 40.05679123029149, 'lng': 17.9780077802915}, 'southwest': {'lat': 40.0540932697085, 'lng': 17.9753098197085}}};ChIJodGzhmemRhMRYdUfvWXySmM;45;49;335 817 4987;http://www.casagalateo20gallipoli.it/;FALSO;2483;info@casagalateo20gallipoli.it
Casa Galez;Via Iside, 3, Santa Domenica;{'location': {'lat': 38.6637618, 'lng': 15.8680132}, 'viewport': {'northeast': {'lat': 38.6651156302915, 'lng': 15.8693064802915}, 'southwest': {'lat': 38.6624176697085, 'lng': 15.8666085197085}}};ChIJoXtqN7Z2FRMRPupU3Rky6S0;42;51;340 461 2886;https://bed-and-breakfast-casagalez.exploraitalia.top/;FALSO;2483;x
Casa Gandoli;Via Asparagi, Leporano Marina;{'location': {'lat': 40.3790105, 'lng': 17.3028401}, 'viewport': {'northeast': {'lat': 40.3803304802915, 'lng': 17.3041733802915}, 'southwest': {'lat': 40.3776325197085, 'lng': 17.3014754197085}}};ChIJ5z4VFjjjRhMR9QaubVOyL3A;;;;;1;2483;x
Casa Gentile;Via Piave, 33, Noci;{'location': {'lat': 40.794973, 'lng': 17.1230179}, 'viewport': {'northeast': {'lat': 40.7963617302915, 'lng': 17.1243537802915}, 'southwest': {'lat': 40.7936637697085, 'lng': 17.1216558197085}}};ChIJX-K3yBiwRxMRlupPIZVhkQU;5;2;340 742 9740;;1;2483;x
Casa Gió;Via Piave, 38, Rossano Stazione;{'location': {'lat': 39.601173, 'lng': 16.6359312}, 'viewport': {'northeast': {'lat': 39.6025394302915, 'lng': 16.6372540302915}, 'southwest': {'lat': 39.5998414697085, 'lng': 16.63455606970849}}};ChIJu9pDOlqbQBMRuupCTJ3Ajh0;5;2;331 739 9111;;1;2483;x
Casa Ginebras;Via Marcello Celentano, 96, Bari;{'location': {'lat': 41.1210903, 'lng': 16.8757208}, 'viewport': {'northeast': {'lat': 41.1224168802915, 'lng': 16.87707213029151}, 'southwest': {'lat': 41.1197189197085, 'lng': 16.8743741697085}}};ChIJoUtJWV3oRxMRBphBXYDVyX4;49;16;349 543 7276;https://travellinglaurie.eu/casa-gian-re-italy;FALSO;2483;x
Casa Ginevra;Otranto;{'location': {'lat': 40.1739991, 'lng': 18.4633938}, 'viewport': {'northeast': {'lat': 40.1751857802915, 'lng': 18.4648301302915}, 'southwest': {'lat': 40.1724878197085, 'lng': 18.4621321697085}}};ChIJWQakBZNBRBMR2wUlK1uNVoA;44;10;340 908 4639;https://ronstravelexperience.com/casa-ginevra-lu-mare-a-otranto-italy;FALSO;2483;x
Casa Gioia;Via Pisa, 5, Taranto;{'location': {'lat': 40.4632686, 'lng': 17.2698912}, 'viewport': {'northeast': {'lat': 40.4645823302915, 'lng': 17.2712266302915}, 'southwest': {'lat': 40.4618843697085, 'lng': 17.2685286697085}}};ChIJSWF4rrkCRxMRWVAcR_t4DxE;49;43;320 896 8330;https://www.hotelitalian.com/casa-gioia/;FALSO;2483;x
Casa Giove;Via Padre Pio, 8, Santeramo In Colle;{'location': {'lat': 40.8023708, 'lng': 16.762722}, 'viewport': {'northeast': {'lat': 40.8036914802915, 'lng': 16.76407843029151}, 'southwest': {'lat': 40.8009935197085, 'lng': 16.7613804697085}}};ChIJlQhdyGGbRxMRaimMSn89kZw;;;;;1;2483;x
Casa Giulia;Via Umberto Giordano, 1, Veglie;{'location': {'lat': 40.3420712, 'lng': 17.9639206}, 'viewport': {'northeast': {'lat': 40.34341648029149, 'lng': 17.9652408302915}, 'southwest': {'lat': 40.3407185197085, 'lng': 17.9625428697085}}};ChIJn7m0SK2cRhMRVbTCjelag0U;;;;https://casagiuliaveglie.traveleto.com/;FALSO;2483;x
Casa Giuseppe;Via San Lucia, 3, Falerna;{'location': {'lat': 38.9801682, 'lng': 16.1573671}, 'viewport': {'northeast': {'lat': 38.9816045302915, 'lng': 16.1586601802915}, 'southwest': {'lat': 38.97890656970851, 'lng': 16.1559622197085}}};ChIJvZyKRX3dPxMRl5dQi4FYU4g;45;6;;https://the-hotel-check.com/casa-giuseppe-falerna-italy;FALSO;2483;x
Casa Gnoni Bed a d Breakfast;Via Bari, 14, Valenzano;{'location': {'lat': 41.0433686, 'lng': 16.8843634}, 'viewport': {'northeast': {'lat': 41.0447238302915, 'lng': 16.8857361302915}, 'southwest': {'lat': 41.0420258697085, 'lng': 16.8830381697085}}};ChIJTUGGAK_rRxMRkPDDX_jUyN4;46;33;320 227 2787;https://casa-gnoni-bed-a-d-breakfast.italiabella.top/;FALSO;2483;x
Casa Grace;Via B. Il Corsaro, 50, Torre San Giovanni;{'location': {'lat': 39.89578270000001, 'lng': 18.104847}, 'viewport': {'northeast': {'lat': 39.8971231302915, 'lng': 18.1061811802915}, 'southwest': {'lat': 39.8944251697085, 'lng': 18.1034832197085}}};ChIJSdY3rA8BRBMR5KsbeNXWQIU;5;1;347 466 7972;;1;2483;x
